road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
urban,5,0.2936,70,daylight,clear,True,True,afternoon,False,False,2,0.2056
highway,6,0.2894,35,daylight,clear,True,False,afternoon,False,False,0,0.289
urban,3,0.4136,35,daylight,rainy,True,True,afternoon,False,False,7,0.29
urban,2,0.3499,35,night,rainy,True,True,morning,False,False,3,0.1955
rural,4,0.3825,60,daylight,clear,True,True,afternoon,False,True,3,0.2687
highway,6,0.685,35,daylight,clear,False,True,afternoon,False,True,9,0.5093
urban,3,0.2768,45,daylight,clear,True,True,evening,False,True,4,0.2743
urban,5,0.2203,45,night,rainy,True,True,evening,False,True,8,0.4423
rural,6,0.2868,70,daylight,clear,True,True,evening,False,False,8,0.4343
urban,3,0.1301,45,dim,clear,True,True,morning,False,True,10,0.2469
highway,1,0.0753,45,daylight,foggy,True,True,afternoon,True,False,0,0.2683
urban,1,0.0741,45,dim,foggy,True,True,morning,False,True,1,0.2301
rural,4,0.5471,70,night,clear,True,True,afternoon,False,True,2,0.4815
rural,6,0.4583,60,night,clear,True,True,afternoon,False,False,8,0.4365
urban,6,0.4692,45,daylight,clear,True,False,morning,False,False,7,0.3399
rural,3,0.0502,35,night,rainy,True,True,evening,True,True,5,0.4634
highway,6,0.2351,45,daylight,rainy,True,True,morning,False,True,0,0.3142
urban,6,0.1952,45,daylight,clear,False,True,afternoon,False,True,9,0.3016
urban,4,0.4251,45,daylight,clear,True,True,evening,False,False,2,0.2046
urban,3,0.4854,35,night,clear,True,True,evening,False,True,2,0.387
rural,2,0.2955,45,night,clear,True,False,evening,False,True,6,0.3768
urban,3,0.3611,60,daylight,clear,True,True,afternoon,False,True,1,0.0989
highway,6,0.3053,45,night,rainy,True,True,morning,False,False,1,0.3617
rural,3,0.2517,35,night,clear,True,False,morning,False,False,1,0.2481
urban,2,0.2784,35,dim,rainy,True,True,morning,False,True,9,0.2743
rural,5,0.0764,45,dim,clear,True,True,morning,False,True,8,0.3415
rural,1,0.2795,35,daylight,clear,True,True,afternoon,False,True,1,0.2185
highway,3,0.1836,25,night,clear,False,True,morning,False,False,10,0.4852
rural,4,0.1041,60,daylight,clear,True,False,evening,False,True,8,0.3826
urban,2,0.2602,45,daylight,rainy,True,True,morning,False,True,3,0.2427
rural,5,0.5612,45,dim,clear,True,True,afternoon,False,True,8,0.4265
rural,1,0.1103,60,daylight,clear,True,True,morning,False,False,2,0.3204
rural,1,0.3449,60,daylight,clear,True,True,evening,False,True,8,0.4048
highway,4,0.4878,45,daylight,rainy,False,True,evening,False,False,2,0.4769
urban,5,0.6545,70,night,clear,True,False,afternoon,False,True,7,0.405
urban,4,0.226,35,daylight,clear,True,False,morning,False,True,4,0.1707
rural,1,0.4735,45,daylight,clear,False,True,evening,False,True,7,0.4269
highway,6,0.1463,35,daylight,rainy,False,True,afternoon,False,True,7,0.5161
highway,3,0.024,45,night,clear,True,True,afternoon,False,True,1,0.3159
highway,2,0.0849,45,night,clear,True,True,morning,False,False,8,0.3571
urban,2,0.1681,45,dim,clear,True,True,morning,False,True,8,0.3116
rural,4,0.4511,25,daylight,clear,True,True,afternoon,False,True,6,0.2371
urban,3,0.0739,45,night,clear,True,True,afternoon,False,True,9,0.2056
urban,1,0.5241,35,night,foggy,True,True,afternoon,False,True,9,0.5125
urban,2,0.4428,70,daylight,clear,True,True,morning,False,False,10,0.2673
urban,2,0.3974,45,daylight,clear,True,False,morning,False,True,5,0.2278
urban,4,0.0162,45,night,clear,True,True,evening,True,True,2,0.2811
urban,5,0.1626,60,night,rainy,True,True,morning,False,False,7,0.3445
urban,2,0.3379,35,daylight,clear,True,True,afternoon,False,True,2,0.2388
urban,6,0.2047,35,daylight,clear,True,True,evening,False,False,1,0.2063
rural,4,0.2197,35,daylight,foggy,True,True,morning,False,False,1,0.2937
urban,1,0.6474,35,night,clear,True,False,afternoon,False,False,9,0.3365
rural,2,0.4306,45,daylight,rainy,True,True,morning,False,True,2,0.2724
urban,4,0.1455,45,daylight,clear,False,True,evening,False,False,9,0.3419
highway,5,0.2748,60,daylight,clear,True,True,afternoon,False,True,0,0.2399
urban,3,0.2685,60,night,foggy,False,True,afternoon,False,False,5,0.365
urban,2,0.0428,60,dim,clear,True,False,morning,False,False,10,0.2504
rural,4,0.5434,45,dim,clear,True,True,afternoon,False,False,7,0.3903
highway,3,0.5219,60,daylight,clear,False,True,afternoon,False,True,1,0.3393
urban,5,0.4063,45,night,clear,True,False,morning,False,True,4,0.303
urban,6,0.2864,60,dim,clear,False,True,evening,True,False,5,0.3932
highway,2,0.0483,25,night,clear,False,True,evening,False,False,1,0.2876
urban,4,0.0161,45,daylight,clear,True,True,morning,False,True,6,0.2591
urban,3,0.1804,35,night,rainy,True,True,morning,False,False,2,0.24
highway,1,0.4621,45,daylight,foggy,True,True,afternoon,False,False,4,0.3338
highway,1,0.1672,70,dim,rainy,True,True,morning,False,False,2,0.277
urban,4,0.3185,45,dim,clear,True,True,evening,False,False,2,0.2912
highway,3,0.2173,45,daylight,clear,True,False,morning,True,True,9,0.4094
rural,1,0.0978,45,night,clear,False,True,evening,False,True,2,0.4026
urban,2,0.4203,60,daylight,clear,True,True,afternoon,False,False,3,0.231
rural,4,0.4642,60,daylight,clear,True,True,afternoon,False,False,8,0.3287
rural,5,0.326,45,daylight,foggy,True,True,morning,False,False,8,0.4283
rural,6,0.1091,60,daylight,clear,True,True,afternoon,False,True,8,0.3649
highway,2,0.2325,45,dim,clear,False,False,morning,False,False,10,0.4007
urban,4,0.6275,60,night,clear,True,True,afternoon,False,False,2,0.2475
rural,1,0.3821,25,dim,clear,False,True,afternoon,False,True,5,0.338
rural,5,0.224,45,daylight,clear,True,True,afternoon,False,False,9,0.3989
urban,2,0.3278,60,night,rainy,True,True,afternoon,False,True,10,0.416
rural,6,0.4304,35,night,foggy,True,False,morning,False,True,3,0.4386
rural,3,0.5317,45,daylight,clear,True,False,evening,False,False,8,0.4424
highway,5,0.1258,60,daylight,foggy,True,True,morning,False,False,8,0.3936
highway,6,0.2046,45,night,clear,False,False,afternoon,False,False,7,0.5147
rural,1,0.2823,45,night,clear,True,False,morning,False,False,10,0.4431
urban,6,0.4165,60,dim,clear,True,True,morning,False,True,1,0.1849
rural,5,0.3942,25,daylight,clear,False,True,afternoon,False,False,7,0.3163
urban,1,0.3972,35,night,clear,False,True,afternoon,False,False,5,0.2684
urban,4,0.3864,70,night,rainy,True,True,evening,True,False,8,0.4964
rural,6,0.2724,70,daylight,clear,True,True,evening,False,False,6,0.3927
rural,2,0.2743,35,daylight,clear,True,True,afternoon,False,False,3,0.177
rural,6,0.3508,35,daylight,rainy,True,True,afternoon,False,True,6,0.4157
highway,4,0.1186,45,dim,rainy,True,True,morning,False,False,6,0.3301
urban,5,0.4664,45,daylight,clear,True,True,afternoon,False,True,0,0.1663
urban,4,0.3722,60,daylight,rainy,True,True,evening,False,True,9,0.3876
rural,2,0.5687,45,daylight,clear,True,True,afternoon,False,True,1,0.2801
rural,5,0.4383,45,daylight,clear,True,True,morning,False,False,1,0.2938
urban,4,0.0658,45,dim,clear,True,True,morning,False,True,8,0.2871
urban,6,0.2068,60,dim,clear,True,False,morning,False,True,3,0.2654
urban,4,0.4234,70,daylight,foggy,True,True,afternoon,False,False,7,0.3139
highway,4,0.449,45,night,clear,True,True,morning,False,True,7,0.466
highway,3,0.0594,60,daylight,rainy,True,False,morning,False,False,2,0.2293
urban,5,0.2502,60,night,rainy,True,False,afternoon,False,False,9,0.3627
urban,2,0.0773,70,dim,clear,True,True,afternoon,False,True,5,0.2228
urban,5,0.5951,35,daylight,clear,False,True,afternoon,False,True,7,0.2666
urban,6,0.2032,70,daylight,clear,True,False,evening,True,True,9,0.4689
urban,5,0.1901,60,daylight,clear,False,True,morning,False,True,4,0.2264
urban,4,0.0791,70,dim,clear,True,True,evening,False,True,1,0.2602
rural,1,0.0797,60,dim,clear,True,True,afternoon,False,True,6,0.3138
urban,4,0.2979,70,dim,rainy,True,True,morning,False,True,3,0.2918
rural,1,0.0412,35,night,clear,False,True,evening,True,False,8,0.4864
urban,3,0.3837,25,night,clear,False,True,morning,False,False,3,0.229
highway,3,0.7093,35,night,clear,True,True,afternoon,True,False,1,0.4334
highway,1,0.4674,35,dim,clear,True,True,evening,False,False,7,0.4245
urban,4,0.3132,25,daylight,clear,True,True,afternoon,False,False,4,0.1352
urban,4,0.0529,35,dim,clear,True,True,evening,False,True,10,0.3307
urban,5,0.5401,25,daylight,rainy,False,True,afternoon,False,True,2,0.223
urban,5,0.2911,60,daylight,clear,True,True,afternoon,True,False,3,0.3139
urban,3,0.1316,25,dim,clear,True,True,afternoon,False,False,9,0.2476
rural,5,0.2587,35,night,clear,True,True,afternoon,False,True,4,0.3588
rural,5,0.4807,45,daylight,clear,True,True,evening,False,False,0,0.2953
urban,5,0.4438,60,daylight,clear,False,True,evening,False,True,6,0.5017
rural,3,0.1083,70,daylight,clear,True,True,evening,False,True,10,0.3392
urban,5,0.2113,25,daylight,foggy,False,False,morning,False,False,1,0.2869
urban,1,0.257,25,daylight,rainy,False,True,morning,False,True,6,0.3083
rural,2,0.1938,35,night,clear,False,True,afternoon,False,True,7,0.4509
urban,2,0.4928,60,night,rainy,True,False,afternoon,False,True,7,0.4133
rural,5,0.303,35,daylight,clear,True,True,evening,False,True,2,0.362
highway,5,0.4365,25,night,rainy,True,True,afternoon,False,False,4,0.4932
highway,5,0.3583,60,night,clear,True,True,morning,True,False,6,0.4662
urban,1,0.1966,35,daylight,clear,False,True,evening,False,False,9,0.3129
rural,3,0.1251,25,daylight,rainy,False,True,evening,False,True,4,0.3874
urban,2,0.5974,60,dim,clear,False,True,morning,False,True,9,0.411
highway,4,0.146,35,dim,clear,True,True,afternoon,False,True,5,0.3196
highway,5,0.2998,45,daylight,clear,True,True,afternoon,True,False,7,0.3771
urban,4,0.2975,35,daylight,clear,True,False,morning,False,True,7,0.2117
highway,6,0.4354,25,night,clear,True,True,evening,False,True,4,0.4237
urban,1,0.2758,45,daylight,clear,True,True,afternoon,False,True,9,0.2102
urban,6,0.1532,35,daylight,rainy,False,True,evening,False,True,7,0.4194
urban,3,0.2321,35,night,clear,True,True,morning,False,False,8,0.3287
urban,4,0.0959,60,night,clear,True,True,evening,False,True,8,0.3716
highway,5,0.3744,45,daylight,rainy,False,True,afternoon,False,True,6,0.4723
urban,5,0.1273,25,daylight,clear,False,True,afternoon,False,False,7,0.2553
highway,1,0.1665,35,night,clear,False,True,afternoon,False,False,7,0.4525
highway,6,0.3084,35,dim,foggy,True,True,morning,False,False,0,0.3204
highway,5,0.1399,45,daylight,clear,True,True,afternoon,False,False,9,0.32
urban,4,0.3349,45,daylight,clear,True,True,evening,False,False,1,0.2228
rural,3,0.3575,35,daylight,clear,False,True,morning,False,True,1,0.3097
rural,5,0.0852,70,daylight,clear,True,True,afternoon,False,False,6,0.3945
rural,5,0.3781,35,daylight,clear,True,True,morning,False,False,4,0.235
urban,4,0.2796,45,night,rainy,True,False,evening,False,False,8,0.386
rural,3,0.146,35,daylight,rainy,True,True,afternoon,False,False,4,0.2376
rural,4,0.1776,35,daylight,foggy,True,True,afternoon,False,True,7,0.3136
rural,1,0.4014,35,daylight,foggy,True,True,morning,False,True,10,0.4338
highway,5,0.4386,25,night,clear,True,True,afternoon,False,False,2,0.3596
urban,2,0.517,70,daylight,rainy,False,True,morning,False,False,5,0.3435
urban,1,0.1754,60,night,rainy,True,True,afternoon,False,True,2,0.3299
rural,6,0.1013,60,night,clear,True,True,morning,False,True,10,0.4414
urban,6,0.2037,25,daylight,clear,False,True,evening,False,False,6,0.2747
urban,6,0.1982,45,daylight,clear,True,True,evening,True,True,0,0.2178
urban,2,0.4615,45,daylight,rainy,False,True,morning,True,False,3,0.3527
highway,4,0.1366,25,daylight,clear,True,True,afternoon,False,True,7,0.3271
highway,2,0.3169,45,daylight,foggy,True,False,evening,False,True,4,0.4015
urban,3,0.5484,35,night,clear,True,True,afternoon,False,True,7,0.34
urban,5,0.4161,70,dim,clear,True,True,afternoon,True,False,4,0.3033
urban,3,0.2354,25,night,clear,True,True,evening,False,False,9,0.3537
rural,3,0.4503,35,daylight,clear,True,True,afternoon,False,True,10,0.3849
rural,4,0.2838,35,daylight,rainy,True,True,afternoon,False,False,6,0.3482
urban,3,0.1264,45,dim,clear,True,False,morning,False,False,3,0.2351
rural,2,0.1162,45,night,clear,False,True,afternoon,False,True,9,0.4468
urban,6,0.1819,45,daylight,clear,True,True,evening,False,False,10,0.2538
highway,1,0.1125,35,daylight,rainy,True,True,morning,False,True,4,0.2975
highway,6,0.1738,35,night,rainy,True,True,morning,False,False,3,0.347
highway,1,0.4715,60,daylight,rainy,True,True,evening,False,True,2,0.4861
urban,1,0.5918,35,night,clear,True,True,afternoon,False,False,10,0.389
rural,2,0.2576,45,daylight,rainy,False,True,morning,False,False,8,0.407
urban,5,0.3364,35,night,clear,True,True,afternoon,False,True,4,0.3453
rural,2,0.2235,45,daylight,foggy,True,True,morning,False,False,6,0.3774
urban,1,0.2382,60,daylight,clear,True,True,morning,True,False,9,0.2667
rural,5,0.2835,60,night,foggy,True,True,evening,False,False,1,0.457
rural,4,0.2093,45,daylight,clear,True,True,afternoon,False,False,5,0.3265
rural,2,0.2917,25,dim,rainy,True,False,morning,False,False,2,0.3938
highway,3,0.1665,45,dim,clear,True,True,afternoon,True,True,2,0.2939
rural,3,0.1953,35,daylight,clear,True,True,morning,False,False,9,0.2441
urban,3,0.136,35,daylight,rainy,True,True,evening,False,True,0,0.1974
rural,2,0.0808,45,night,clear,False,True,evening,False,True,1,0.3278
highway,4,0.2706,45,dim,foggy,True,True,afternoon,False,False,8,0.4628
rural,5,0.285,25,daylight,foggy,True,True,evening,False,False,6,0.383
rural,2,0.1634,45,night,clear,True,False,afternoon,False,False,9,0.47
highway,2,0.5315,45,daylight,clear,False,True,afternoon,False,True,2,0.3844
rural,2,0.2556,45,night,foggy,True,True,afternoon,False,False,6,0.4145
highway,5,0.4958,45,dim,rainy,False,False,morning,True,True,2,0.4775
urban,4,0.2051,45,daylight,clear,True,False,afternoon,False,True,9,0.2834
rural,2,0.3148,35,daylight,clear,True,True,morning,False,False,8,0.2894
urban,6,0.0801,45,daylight,clear,True,True,morning,False,False,0,0.1526
rural,1,0.1457,45,dim,clear,True,False,morning,True,True,2,0.3568
urban,5,0.1266,25,daylight,clear,False,True,evening,False,True,2,0.2392
urban,6,0.255,45,daylight,rainy,False,True,evening,False,False,5,0.3923
urban,4,0.3391,35,daylight,rainy,True,True,afternoon,True,False,3,0.2147
urban,1,0.3783,60,daylight,foggy,True,True,morning,False,False,5,0.3173
urban,2,0.3513,45,night,rainy,False,True,morning,False,False,10,0.4508
highway,6,0.2208,25,daylight,clear,False,True,evening,False,False,8,0.3915
urban,6,0.4661,60,daylight,clear,True,True,evening,False,False,1,0.2624
urban,1,0.1663,35,daylight,clear,True,True,afternoon,False,False,0,0.096
urban,3,0.2253,25,daylight,clear,False,True,afternoon,False,True,8,0.2524
urban,6,0.3123,70,dim,foggy,True,True,afternoon,False,False,4,0.3857
highway,4,0.221,70,daylight,clear,True,True,afternoon,True,False,2,0.2884
highway,6,0.18,35,daylight,clear,True,True,morning,False,True,6,0.3086
highway,6,0.5898,45,night,clear,True,True,evening,False,False,1,0.4537
urban,6,0.3239,25,night,clear,True,True,afternoon,False,False,4,0.2761
urban,6,0.2777,60,daylight,rainy,True,True,afternoon,False,True,0,0.2433
urban,4,0.3627,35,daylight,clear,True,True,morning,False,True,5,0.2062
rural,3,0.0328,35,daylight,clear,True,True,afternoon,True,True,1,0.1319
highway,6,0.3411,45,daylight,clear,True,True,evening,True,True,7,0.4277
highway,1,0.3839,35,daylight,clear,True,True,morning,False,True,4,0.2733
urban,4,0.4579,35,daylight,foggy,False,True,afternoon,False,False,5,0.372
urban,2,0.3034,70,daylight,foggy,True,True,evening,False,False,5,0.3816
urban,3,0.2804,45,night,rainy,True,True,afternoon,False,True,4,0.3769
rural,4,0.2485,45,daylight,clear,False,True,morning,False,True,4,0.4297
urban,6,0.2725,45,night,clear,True,False,morning,False,True,2,0.271
rural,4,0.0467,45,night,foggy,False,True,morning,False,False,6,0.4882
highway,6,0.2115,35,dim,clear,True,False,morning,False,False,8,0.3452
rural,5,0.2183,25,daylight,clear,True,True,afternoon,False,False,5,0.2512
urban,6,0.1414,60,daylight,rainy,True,True,afternoon,False,False,4,0.233
urban,1,0.3729,45,dim,clear,True,True,morning,False,True,5,0.2691
rural,3,0.2927,35,daylight,clear,False,True,morning,True,False,3,0.386
rural,4,0.335,35,daylight,clear,True,False,evening,False,False,1,0.288
rural,3,0.2542,45,daylight,rainy,False,False,morning,False,False,6,0.3918
urban,2,0.1691,45,night,clear,True,False,evening,False,True,7,0.3972
highway,5,0.1246,25,dim,rainy,True,True,afternoon,False,True,0,0.2886
rural,6,0.222,35,dim,rainy,True,False,afternoon,False,True,1,0.2812
highway,1,0.3505,25,night,clear,True,True,afternoon,False,False,4,0.3476
urban,6,0.3341,60,daylight,clear,True,False,afternoon,False,True,6,0.2216
urban,1,0.3863,35,night,clear,True,False,evening,False,True,9,0.4216
urban,2,0.1005,35,daylight,clear,True,True,morning,False,True,4,0.1799
highway,4,0.1584,35,dim,clear,True,True,evening,False,True,10,0.4641
urban,5,0.1534,35,daylight,clear,True,True,evening,False,False,4,0.2076
urban,1,0.1804,35,daylight,foggy,True,True,afternoon,False,False,5,0.2862
urban,6,0.0769,70,daylight,clear,True,True,evening,False,True,4,0.2731
rural,3,0.428,60,daylight,rainy,True,True,afternoon,False,True,1,0.3147
highway,2,0.2612,60,daylight,rainy,True,True,morning,False,True,2,0.32
highway,6,0.3059,35,daylight,clear,True,True,afternoon,False,False,3,0.3229
rural,1,0.2408,45,dim,clear,False,True,morning,False,True,7,0.4199
highway,6,0.0847,35,daylight,clear,True,True,evening,False,False,0,0.3123
urban,4,0.1308,60,daylight,clear,False,True,afternoon,False,False,3,0.2305
highway,5,0.4426,25,night,clear,False,False,evening,True,False,1,0.4697
urban,1,0.1844,70,night,clear,False,True,morning,False,True,7,0.3653
rural,4,0.2409,25,dim,clear,True,True,morning,False,False,5,0.3359
urban,4,0.3598,60,dim,rainy,True,True,evening,False,False,6,0.3406
urban,2,0.5308,45,daylight,rainy,True,False,evening,True,True,0,0.3751
urban,6,0.1081,25,night,rainy,True,True,evening,False,False,3,0.2275
urban,4,0.3561,60,daylight,clear,True,True,morning,False,True,3,0.255
rural,2,0.3812,35,daylight,rainy,True,True,morning,False,False,4,0.2967
urban,3,0.6085,70,daylight,rainy,True,True,morning,False,False,9,0.3041
urban,6,0.0832,70,dim,clear,False,True,evening,False,True,9,0.4074
highway,2,0.0515,60,night,rainy,True,True,afternoon,False,False,9,0.4659
highway,1,0.1869,45,daylight,foggy,True,True,afternoon,False,False,4,0.3638
highway,2,0.1409,60,daylight,rainy,True,True,afternoon,False,False,7,0.2775
rural,5,0.0871,60,dim,rainy,True,True,afternoon,False,True,3,0.3965
rural,3,0.0638,35,daylight,clear,True,True,afternoon,False,True,9,0.3121
highway,2,0.14,60,dim,rainy,True,True,afternoon,False,False,1,0.3517
rural,3,0.1979,35,dim,rainy,True,True,afternoon,False,True,2,0.2379
